Data,estacao,precipitacao,temperatura,umidade,velocidade_vento,radiacao,iri
2024-10-23,;ARAGARCAS,0.0,30.6,60.0,1.8,2048.1,59.95
2024-10-23,;ARAGARCAS,0.0,32.1,54.0,1.6,2626.0,63.93
2024-10-23,;ARAGARCAS,0.0,34.5,45.0,0.7,3364.7,69.45
2024-10-23,;ARAGARCAS,0.0,35.2,40.0,1.9,3676.0,72.7
2024-10-23,;ARAGARCAS,0.0,37.2,33.0,0.7,3587.3,75.52
2024-10-23,;ARAGARCAS,0.0,35.6,32.0,0.8,2682.3,72.86
2024-10-23,;ARAGARCAS,0.0,34.0,42.0,1.5,693.4,65.04
2024-10-23,;ARAGARCAS,0.0,35.3,39.0,2.5,1571.2,69.17
2024-10-23,;ARAGARCAS,0.0,35.4,36.0,0.8,358.7,66.87
2024-10-23,;ARAGARCAS,0.0,35.0,36.0,1.7,134.3,66.57
2024-10-23,;ARAGARCAS,0.0,33.3,42.0,0.7,14.1,62.75
2024-10-23,;ARAGARCAS,0.0,32.3,47.0,0.1,,
2024-10-24,;ARAGARCAS,0.0,31.7,48.0,2.9,,
2024-10-24,;ARAGARCAS,0.0,30.8,55.0,1.0,,
2024-10-24,;ARAGARCAS,0.0,30.9,54.0,1.1,,
2024-10-24,;ARAGARCAS,0.0,30.6,57.0,0.6,,
2024-10-24,;ARAGARCAS,0.0,29.6,62.0,0.2,,
2024-10-24,;ARAGARCAS,0.0,28.2,69.0,1.7,,
2024-10-24,;ARAGARCAS,0.0,27.9,71.0,0.3,,
2024-10-24,;ARAGARCAS,0.0,28.0,72.0,1.1,,
2024-10-24,;ARAGARCAS,0.0,26.9,79.0,0.8,,
2024-10-24,;ARAGARCAS,0.0,26.6,82.0,1.4,,
2024-10-24,;ARAGARCAS,0.0,27.4,77.0,1.1,188.1,48.38
2024-10-24,;ARAGARCAS,0.0,28.5,71.0,1.1,732.0,52.09
2024-10-24,;ARAGARCAS,0.0,30.5,60.0,1.2,1529.1,58.53
2024-10-24,;ARAGARCAS,0.0,33.7,49.0,1.3,2616.6,66.46
2024-10-24,;ARAGARCAS,0.0,35.8,43.0,1.4,3291.4,71.23
2024-10-24,;ARAGARCAS,0.0,36.6,39.0,1.3,3224.5,72.85
2024-10-24,;ARAGARCAS,0.0,30.5,55.0,9.3,2960.9,66.95
2024-10-24,;ARAGARCAS,2.6,25.8,88.0,1.5,435.6,39.37
2024-10-24,;ARAGARCAS,0.0,26.9,86.0,1.5,301.0,45.73
2024-10-24,;ARAGARCAS,38.6,23.0,98.0,0.8,19.0,18.29
2024-10-24,;ARAGARCAS,0.8,24.1,99.0,1.6,17.8,37.61
2024-10-24,;ARAGARCAS,0.4,24.2,98.0,1.0,25.3,38.5
2024-10-24,;ARAGARCAS,0.4,24.3,98.0,0.6,7.1,38.34
2024-10-24,;ARAGARCAS,0.0,24.3,97.0,1.0,,
2024-10-25,;ARAGARCAS,0.0,24.5,95.0,1.1,,
2024-10-25,;ARAGARCAS,0.0,24.3,96.0,1.1,,
2024-10-25,;ARAGARCAS,0.0,24.7,93.0,2.1,1.9,41.68
2024-10-25,;ARAGARCAS,0.0,25.2,88.0,3.1,3.4,44.06
2024-10-25,;ARAGARCAS,0.0,25.0,90.0,1.8,5.1,42.66
2024-10-25,;ARAGARCAS,0.0,24.9,93.0,2.4,1.8,41.98
2024-10-25,;ARAGARCAS,0.0,24.6,95.0,1.4,,
2024-10-25,;ARAGARCAS,0.0,24.6,93.0,1.4,,
2024-10-25,;ARAGARCAS,0.0,24.5,91.0,0.7,,
2024-10-25,;ARAGARCAS,0.0,24.5,93.0,0.7,0.2,40.83
2024-10-25,;ARAGARCAS,0.0,25.2,90.0,0.5,88.8,42.33
2024-10-25,;ARAGARCAS,0.0,25.9,87.0,1.1,352.9,44.58
2024-10-25,;ARAGARCAS,0.0,26.5,84.0,0.7,398.1,45.82
2024-10-25,;ARAGARCAS,0.0,26.8,86.0,1.3,738.8,46.43
2024-10-25,;ARAGARCAS,0.0,27.5,80.0,0.1,818.0,48.31
2024-10-25,;ARAGARCAS,0.0,28.4,79.0,0.4,1109.6,50.02
2024-10-25,;ARAGARCAS,0.0,30.1,71.0,2.0,2797.3,57.87
2024-10-25,;ARAGARCAS,0.0,31.8,64.0,2.2,3422.0,62.59
2024-10-25,;ARAGARCAS,0.0,32.3,63.0,3.7,3010.4,63.2
2024-10-25,;ARAGARCAS,0.0,31.1,67.0,5.2,1884.9,59.59
2024-10-25,;ARAGARCAS,0.0,29.4,66.0,4.3,384.0,55.17
2024-10-25,;ARAGARCAS,0.0,28.6,61.0,1.5,193.1,54.29
2024-10-25,;ARAGARCAS,0.0,27.8,71.0,2.0,21.7,50.59
2024-10-25,;ARAGARCAS,0.0,27.3,72.0,2.7,,
2024-10-26,;ARAGARCAS,0.0,26.9,76.0,1.2,,
2024-10-26,;ARAGARCAS,0.0,26.2,79.0,1.3,,
2024-10-26,;ARAGARCAS,0.0,25.9,81.0,1.3,,
2024-10-26,;ARAGARCAS,0.0,26.1,80.0,1.6,,
2024-10-26,;ARAGARCAS,0.0,26.0,80.0,1.0,,
2024-10-26,;ARAGARCAS,0.0,25.9,81.0,0.3,,
2024-10-26,;ARAGARCAS,0.0,24.8,89.0,0.2,,
2024-10-26,;ARAGARCAS,0.0,24.7,90.0,0.1,,
2024-10-26,;ARAGARCAS,0.0,24.5,90.0,0.0,,
2024-10-26,;ARAGARCAS,0.0,24.3,91.0,0.1,,
2024-10-26,;ARAGARCAS,0.0,26.1,83.0,0.5,315.7,45.56
2024-10-26,;ARAGARCAS,0.0,27.4,77.0,1.9,1043.6,50.49
2024-10-26,;ARAGARCAS,0.0,30.3,59.0,0.7,1862.6,59.1
2024-10-26,;ARAGARCAS,0.0,31.9,55.0,0.9,2492.1,62.86
2024-10-26,;ARAGARCAS,0.0,32.7,49.0,1.0,2499.2,65.32
2024-10-26,;ARAGARCAS,0.0,33.0,51.0,0.5,1637.5,62.98
2024-10-26,;ARAGARCAS,0.0,32.7,57.0,2.3,1502.1,61.58
2024-10-26,;ARAGARCAS,0.0,29.9,64.0,3.8,1942.6,59.01
2024-10-26,;ARAGARCAS,0.0,28.4,70.0,2.7,1192.3,54.03
2024-10-26,;ARAGARCAS,0.0,28.8,67.0,1.1,900.9,53.85
2024-10-26,;ARAGARCAS,0.0,29.1,67.0,0.1,682.1,53.14
2024-10-26,;ARAGARCAS,0.0,29.0,67.0,0.5,215.0,52.33
2024-10-26,;ARAGARCAS,0.0,28.7,71.0,0.7,4.3,50.58
2024-10-26,;ARAGARCAS,0.0,26.6,76.0,2.8,,
2024-10-27,;ARAGARCAS,0.0,25.6,82.0,2.5,,
2024-10-27,;ARAGARCAS,0.0,24.8,91.0,1.5,,
2024-10-27,;ARAGARCAS,0.0,24.3,89.0,1.1,,
2024-10-27,;ARAGARCAS,0.0,24.1,88.0,0.8,,
2024-10-27,;ARAGARCAS,0.0,24.3,86.0,1.0,,
2024-10-27,;ARAGARCAS,0.0,23.9,90.0,1.0,,
2024-10-27,;ARAGARCAS,0.0,24.0,91.0,1.7,,
2024-10-27,;ARAGARCAS,0.0,23.7,93.0,0.8,,
2024-10-27,;ARAGARCAS,0.0,23.7,93.0,1.4,,
2024-10-27,;ARAGARCAS,0.0,23.7,93.0,1.1,,
2024-10-27,;ARAGARCAS,0.0,23.8,94.0,0.8,32.3,40.11
2024-10-27,;ARAGARCAS,0.0,25.2,91.0,1.6,371.2,43.14
2024-10-27,;ARAGARCAS,0.0,28.4,76.0,1.6,1831.4,52.96
2024-10-27,;ARAGARCAS,0.0,29.5,68.0,1.7,2765.1,58.11
2024-10-27,;ARAGARCAS,0.0,31.0,57.0,1.4,3420.1,63.69
2024-10-27,;ARAGARCAS,0.0,31.1,57.0,1.3,2858.5,62.59
2024-10-27,;ARAGARCAS,0.0,31.2,56.0,0.8,1606.3,60.21
2024-10-27,;ARAGARCAS,0.0,31.8,57.0,1.1,1504.7,60.31
2024-10-27,;ARAGARCAS,0.0,32.8,54.0,1.6,1850.2,62.9
2024-10-27,;ARAGARCAS,0.0,32.7,52.0,1.2,1547.2,62.62
2024-10-27,;ARAGARCAS,0.0,23.2,94.0,4.6,477.3,42.45
2024-10-27,;ARAGARCAS,0.2,24.1,94.0,1.0,144.1,40.26
2024-10-27,;ARAGARCAS,0.6,24.1,95.0,1.2,6.3,38.99
2024-10-27,;ARAGARCAS,0.0,24.5,94.0,0.6,,
2024-10-28,;ARAGARCAS,0.0,24.8,92.0,0.3,,
2024-10-28,;ARAGARCAS,0.0,24.7,95.0,1.1,,
2024-10-28,;ARAGARCAS,0.0,24.7,94.0,1.3,,
2024-10-28,;ARAGARCAS,0.0,24.6,93.0,0.1,,
2024-10-28,;ARAGARCAS,0.0,24.9,91.0,0.5,,
2024-10-28,;ARAGARCAS,0.0,24.8,92.0,0.2,,
2024-10-28,;ARAGARCAS,0.0,24.8,94.0,0.8,,
2024-10-28,;ARAGARCAS,0.0,24.4,95.0,0.7,,
2024-10-28,;ARAGARCAS,0.0,24.5,95.0,0.5,,
2024-10-28,;ARAGARCAS,0.0,24.4,94.0,0.9,2.1,40.55
2024-10-28,;ARAGARCAS,0.0,25.3,89.0,0.3,216.9,42.86
2024-10-28,;ARAGARCAS,0.0,26.6,80.0,0.4,641.3,47.43
2024-10-28,;ARAGARCAS,0.2,27.9,74.0,0.1,1130.9,50.64
2024-10-28,;ARAGARCAS,0.0,30.1,62.0,0.8,2272.8,58.92
2024-10-28,;ARAGARCAS,0.0,30.7,62.0,1.7,2357.4,59.99
2024-10-28,;ARAGARCAS,0.0,32.8,52.0,0.8,2998.0,65.4
2024-10-28,;ARAGARCAS,0.0,33.8,53.0,2.3,4040.7,68.68
2024-10-28,;ARAGARCAS,0.0,33.6,52.0,1.7,2291.9,65.03
2024-10-28,;ARAGARCAS,0.0,34.1,52.0,1.9,2269.5,65.46
2024-10-28,;ARAGARCAS,0.0,34.7,49.0,1.8,1856.2,65.94
2024-10-28,;ARAGARCAS,0.0,34.3,47.0,1.4,559.0,63.44
2024-10-28,;ARAGARCAS,0.0,33.2,56.0,1.7,283.2,59.52
2024-10-28,;ARAGARCAS,0.0,28.2,65.0,2.0,7.8,52.67
2024-10-28,;ARAGARCAS,0.0,26.2,69.0,0.7,,
2024-10-29,;ARAGARCAS,0.0,25.9,75.0,1.3,,
2024-10-29,;ARAGARCAS,0.0,24.9,86.0,0.7,,
2024-10-29,;ARAGARCAS,0.0,25.7,82.0,0.8,,
2024-10-29,;ARAGARCAS,0.0,25.4,86.0,0.6,,
2024-10-29,;ARAGARCAS,0.2,25.8,83.0,1.1,,
2024-10-29,;ARAGARCAS,0.2,25.1,85.0,1.0,,
2024-10-29,;ARAGARCAS,0.0,25.1,91.0,0.7,,
2024-10-29,;ARAGARCAS,0.0,24.6,94.0,0.5,,
2024-10-29,;ARAGARCAS,0.0,24.6,95.0,0.5,,
2024-10-29,;ARAGARCAS,0.0,24.6,94.0,0.0,,
2024-10-29,;ARAGARCAS,0.0,25.0,93.0,0.2,81.1,41.11
2024-10-29,;ARAGARCAS,0.0,25.6,87.0,0.1,230.0,43.61
2024-10-29,;ARAGARCAS,0.0,26.1,86.0,0.3,413.4,44.75
2024-10-29,;ARAGARCAS,0.2,27.0,78.0,0.2,733.0,48.02
2024-10-29,;ARAGARCAS,0.0,27.6,78.0,1.0,1000.7,49.8
2024-10-29,;ARAGARCAS,0.2,28.6,72.0,1.4,1861.9,53.87
2024-10-29,;ARAGARCAS,0.0,29.5,70.0,1.6,1701.0,55.33
2024-10-29,;ARAGARCAS,0.0,31.2,57.0,1.3,2611.7,62.17
2024-10-29,;ARAGARCAS,0.0,32.6,51.0,1.9,2125.7,64.35
2024-10-29,;ARAGARCAS,0.0,31.3,58.0,2.4,1052.1,59.38
2024-10-29,;ARAGARCAS,0.0,31.5,54.0,2.0,359.0,59.14
2024-10-29,;ARAGARCAS,0.0,31.1,53.0,1.1,184.8,58.34
2024-10-29,;ARAGARCAS,0.0,29.6,63.0,1.1,10.6,53.87
2024-10-29,;ARAGARCAS,0.0,28.8,62.0,2.0,,
2024-10-30,;ARAGARCAS,0.0,26.1,77.0,2.4,,
2024-10-30,;ARAGARCAS,0.4,24.7,88.0,0.3,,
2024-10-30,;ARAGARCAS,0.8,24.9,91.0,0.8,,
2024-10-30,;ARAGARCAS,0.0,24.5,94.0,0.1,,
2024-10-30,;ARAGARCAS,0.0,24.4,95.0,0.7,,
2024-10-30,;ARAGARCAS,0.0,24.4,94.0,0.2,,
2024-10-30,;ARAGARCAS,0.0,24.5,94.0,0.2,,
2024-10-30,;ARAGARCAS,0.0,24.2,95.0,0.2,,
2024-10-30,;ARAGARCAS,0.0,24.2,94.0,0.9,,
2024-10-30,;ARAGARCAS,0.0,23.9,95.0,1.2,2.3,40.03
2024-10-30,;ARAGARCAS,0.0,25.1,90.0,1.1,357.3,43.09
2024-10-30,;ARAGARCAS,0.0,27.7,77.0,0.5,1238.2,50.4
2024-10-30,;ARAGARCAS,0.2,29.9,66.0,1.3,2121.0,57.12
2024-10-30,;ARAGARCAS,0.0,30.6,63.0,1.8,2742.5,60.43
2024-10-30,;ARAGARCAS,0.0,32.0,53.0,1.7,3433.7,65.82
2024-10-30,;ARAGARCAS,0.0,33.8,49.0,1.0,3646.9,68.44
2024-10-30,;ARAGARCAS,0.0,33.8,46.0,1.8,3029.5,68.51
2024-10-30,;ARAGARCAS,0.0,33.8,43.0,1.5,2743.3,68.69
2024-10-30,;ARAGARCAS,0.0,35.2,41.0,0.8,3134.1,70.77
2024-10-30,;ARAGARCAS,0.0,33.2,49.0,3.1,1508.4,64.77
2024-10-30,;ARAGARCAS,0.0,29.6,58.0,4.6,724.0,58.55
2024-10-30,;ARAGARCAS,0.0,28.3,65.0,2.9,391.6,53.96
2024-10-30,;ARAGARCAS,0.0,28.1,75.0,2.2,37.2,49.75
2024-10-30,;ARAGARCAS,44.6,22.6,98.0,2.7,3.9,18.91
2024-10-31,;ARAGARCAS,12.0,22.7,99.0,1.5,0.3,18.08
2024-10-31,;ARAGARCAS,1.4,22.8,98.0,1.0,,
2024-10-31,;ARAGARCAS,0.6,22.9,98.0,1.9,,
2024-10-31,;ARAGARCAS,0.2,22.9,98.0,1.4,,
2024-10-31,;ARAGARCAS,0.0,22.7,97.0,2.3,2.8,39.08
2024-10-31,;ARAGARCAS,0.0,22.6,97.0,1.9,2.0,38.8
2024-10-31,;ARAGARCAS,0.0,22.8,97.0,2.3,1.5,39.15
2024-10-31,;ARAGARCAS,0.0,22.8,96.0,1.7,1.2,39.15
2024-10-31,;ARAGARCAS,0.0,22.7,95.0,0.7,1.0,38.88
2024-10-31,;ARAGARCAS,0.0,23.0,97.0,1.1,0.5,38.7
2024-10-31,;ARAGARCAS,0.0,24.2,94.0,1.2,237.4,41.02
2024-10-31,;ARAGARCAS,0.0,25.3,85.0,1.9,1060.2,46.55
2024-10-31,;ARAGARCAS,0.0,26.4,81.0,3.8,2131.3,51.66
2024-10-31,;ARAGARCAS,0.0,27.3,68.0,3.4,2793.2,57.36
2024-10-31,;ARAGARCAS,0.0,28.4,62.0,3.4,3520.6,61.44
2024-10-31,;ARAGARCAS,0.0,29.3,59.0,2.5,3494.7,62.51
2024-10-31,;ARAGARCAS,0.0,30.1,56.0,1.5,2259.6,61.04
2024-10-31,;ARAGARCAS,0.0,31.0,53.0,2.0,2169.1,62.69
2024-10-31,;ARAGARCAS,0.0,29.9,61.0,2.1,1268.6,57.71
2024-10-31,;ARAGARCAS,0.0,31.3,54.0,2.8,1878.5,62.43
2024-10-31,;ARAGARCAS,0.0,30.6,55.0,2.4,286.8,58.22
2024-10-31,;ARAGARCAS,0.0,29.8,58.0,2.3,154.3,56.41
2024-10-31,;ARAGARCAS,0.0,28.4,65.0,1.4,18.8,52.54
2024-10-31,;ARAGARCAS,0.0,27.8,68.0,1.2,,
2024-09-30,;GOIAS,0.0,27.6,44.0,0.0,,
2024-09-30,;GOIAS,0.0,27.0,46.0,0.0,,
2024-09-30,;GOIAS,0.0,27.1,44.0,0.0,,
2024-09-30,;GOIAS,0.0,30.8,33.0,5.0,,
2024-09-30,;GOIAS,0.0,29.4,36.0,4.9,,
2024-09-30,;GOIAS,0.0,28.9,38.0,5.4,,
2024-09-30,;GOIAS,0.0,28.8,38.0,4.8,,
2024-09-30,;GOIAS,0.0,28.4,37.0,4.6,,
2024-09-30,;GOIAS,0.0,28.4,36.0,6.1,,
2024-09-30,;GOIAS,0.0,28.1,36.0,6.1,,
2024-09-30,;GOIAS,0.0,27.8,37.0,5.1,100.8,62.5
2024-09-30,;GOIAS,0.0,29.1,34.0,7.7,943.0,67.36
2024-09-30,;GOIAS,0.0,30.8,31.0,6.8,1864.6,70.93
2024-09-30,;GOIAS,0.0,31.9,29.0,7.8,2227.1,73.58
2024-09-30,;GOIAS,0.0,33.5,27.0,6.7,2838.5,76.05
2024-09-30,;GOIAS,0.0,34.8,25.0,4.9,3373.4,77.8
2024-09-30,;GOIAS,0.0,35.1,24.0,4.2,3440.3,78.11
2024-09-30,;GOIAS,0.0,36.9,22.0,2.9,3445.8,79.42
2024-09-30,;GOIAS,0.0,36.3,23.0,3.8,2835.6,77.9
2024-09-30,;GOIAS,0.0,36.3,22.0,3.2,2049.8,76.32
2024-09-30,;GOIAS,0.0,35.5,21.0,3.3,1208.3,74.39
2024-09-30,;GOIAS,0.0,34.7,20.0,1.7,393.1,71.66
2024-09-30,;GOIAS,0.0,32.9,23.0,1.4,5.3,68.49
2024-09-30,;GOIAS,0.0,32.8,21.0,2.0,,
2024-10-01,;GOIAS,0.0,31.8,20.0,1.2,,
2024-10-01,;GOIAS,0.0,30.0,23.0,0.8,,
2024-10-01,;GOIAS,0.0,28.1,26.0,0.7,,
2024-10-01,;GOIAS,0.0,26.1,29.0,0.0,,
2024-10-01,;GOIAS,0.0,27.5,24.0,1.5,,
2024-10-01,;GOIAS,0.0,25.0,31.0,0.0,,
2024-10-01,;GOIAS,0.0,25.2,30.0,0.1,,
2024-10-01,;GOIAS,0.0,29.0,20.0,4.6,,
2024-10-01,;GOIAS,0.0,28.7,19.0,4.4,,
2024-10-01,;GOIAS,0.0,28.9,18.0,5.8,,
2024-10-01,;GOIAS,0.0,29.1,19.0,4.9,180.7,68.94
2024-10-01,;GOIAS,0.0,30.1,19.0,5.4,959.4,71.49
2024-10-01,;GOIAS,0.0,31.9,18.0,4.2,1870.9,74.37
2024-10-01,;GOIAS,0.0,32.8,18.0,4.6,2667.0,76.83
2024-10-01,;GOIAS,0.0,33.8,15.0,4.2,3297.2,79.54
2024-10-01,;GOIAS,0.0,35.6,15.0,3.3,3644.5,81.14
2024-10-01,;GOIAS,0.0,36.8,15.0,1.0,3508.1,80.62
2024-10-01,;GOIAS,0.0,36.6,14.0,1.7,2576.3,79.25
2024-10-01,;GOIAS,0.0,36.9,14.0,1.4,2262.3,78.7
2024-10-01,;GOIAS,0.0,36.3,14.0,2.7,1512.2,77.4
2024-10-01,;GOIAS,0.0,36.0,14.0,1.0,1025.7,75.35
2024-10-01,;GOIAS,0.0,35.1,17.0,1.2,467.3,72.76
2024-10-01,;GOIAS,0.0,33.1,20.0,1.0,4.6,69.33
2024-10-01,;GOIAS,0.0,29.6,28.0,1.5,,
2024-10-02,;GOIAS,0.0,28.3,30.0,0.0,,
2024-10-02,;GOIAS,0.0,27.2,34.0,0.0,,
2024-10-02,;GOIAS,0.0,27.0,34.0,0.0,,
2024-10-02,;GOIAS,0.0,25.3,39.0,0.0,,
2024-10-02,;GOIAS,0.0,24.7,38.0,0.0,,
2024-10-02,;GOIAS,0.0,23.7,42.0,0.0,,
2024-10-02,;GOIAS,0.0,23.8,43.0,0.0,,
2024-10-02,;GOIAS,0.0,23.6,42.0,0.0,,
2024-10-02,;GOIAS,0.0,22.2,47.0,0.0,,
2024-10-02,;GOIAS,0.0,23.7,41.0,0.0,,
2024-10-02,;GOIAS,0.0,24.6,39.0,0.1,191.0,57.18
2024-10-02,;GOIAS,0.0,29.3,27.0,1.4,957.9,66.49
2024-10-02,;GOIAS,0.0,32.9,23.0,1.9,1831.4,72.39
2024-10-02,;GOIAS,0.0,34.5,20.0,3.3,2657.8,76.84
2024-10-02,;GOIAS,0.0,36.1,18.0,3.2,3025.4,79.33
2024-10-02,;GOIAS,0.0,36.6,16.0,1.7,3331.7,80.16
2024-10-02,;GOIAS,0.0,37.6,16.0,2.8,2604.3,80.01
2024-10-02,;GOIAS,0.0,37.5,14.0,1.3,2667.6,79.91
2024-10-02,;GOIAS,0.0,38.9,14.0,3.1,2572.5,81.67
2024-10-02,;GOIAS,0.0,37.7,14.0,1.0,2008.2,78.59
2024-10-02,;GOIAS,0.0,37.0,16.0,1.4,1192.7,76.04
2024-10-02,;GOIAS,0.0,35.7,17.0,1.5,430.6,73.29
2024-10-02,;GOIAS,0.0,31.9,25.0,0.0,3.0,66.43
2024-10-02,;GOIAS,0.0,29.5,31.0,0.0,,
2024-10-03,;GOIAS,0.0,28.0,33.0,0.0,,
2024-10-03,;GOIAS,0.0,27.3,37.0,0.0,,
2024-10-03,;GOIAS,0.0,26.3,39.0,0.0,,
2024-10-03,;GOIAS,0.0,25.3,44.0,0.0,,
2024-10-03,;GOIAS,0.0,24.4,47.0,0.0,,
2024-10-03,;GOIAS,0.0,23.8,50.0,0.0,,
2024-10-03,;GOIAS,0.0,23.2,52.0,0.0,,
2024-10-03,;GOIAS,0.0,23.6,51.0,0.0,,
2024-10-03,;GOIAS,0.0,23.4,51.0,0.0,,
2024-10-03,;GOIAS,0.0,23.8,51.0,0.0,,
2024-10-03,;GOIAS,0.0,24.8,50.0,0.0,173.3,53.95
2024-10-03,;GOIAS,0.0,28.6,38.0,0.0,870.4,61.79
2024-10-03,;GOIAS,0.0,33.6,28.0,0.0,1741.2,70.28
2024-10-03,;GOIAS,0.0,37.0,22.0,1.6,2501.2,76.95
2024-10-03,;GOIAS,0.0,38.4,19.0,1.5,3042.2,79.93
2024-10-03,;GOIAS,0.0,38.5,17.0,2.1,3427.9,81.68
2024-10-03,;GOIAS,0.0,40.0,15.0,2.2,2981.2,82.56
2024-10-03,;GOIAS,0.0,42.0,14.0,2.1,2594.5,82.04
2024-10-03,;GOIAS,0.0,38.5,16.0,1.7,1501.4,77.93
2024-10-03,;GOIAS,0.0,40.8,15.0,0.9,1209.8,78.37
2024-10-03,;GOIAS,0.0,37.5,18.0,0.3,737.9,74.35
2024-10-03,;GOIAS,0.0,35.8,22.0,0.0,146.1,70.54
2024-10-03,;GOIAS,0.0,33.4,26.0,0.0,1.7,67.25
2024-10-03,;GOIAS,0.0,31.3,30.0,0.0,,
2024-10-04,;GOIAS,0.0,30.1,31.0,0.8,,
2024-10-04,;GOIAS,0.0,28.5,37.0,0.0,,
2024-10-04,;GOIAS,0.0,28.9,34.0,2.4,,
2024-10-04,;GOIAS,0.0,26.8,40.0,0.0,,
2024-10-04,;GOIAS,0.0,26.4,44.0,0.1,,
2024-10-04,;GOIAS,0.0,26.2,48.0,0.3,,
2024-10-04,;GOIAS,0.0,28.7,37.0,1.6,,
2024-10-04,;GOIAS,0.0,27.7,41.0,0.2,,
2024-10-04,;GOIAS,0.0,25.9,49.0,0.0,,
2024-10-04,;GOIAS,0.0,24.8,54.0,0.1,,
2024-10-04,;GOIAS,0.0,25.1,56.0,0.0,122.2,52.27
2024-10-04,;GOIAS,0.0,28.4,43.0,2.3,828.7,61.21
2024-10-04,;GOIAS,0.0,34.5,28.0,0.1,1638.9,70.8
2024-10-04,;GOIAS,0.0,35.4,21.0,2.5,2400.9,76.3
2024-10-04,;GOIAS,0.0,37.6,18.0,1.3,3056.2,79.56
2024-10-04,;GOIAS,0.0,39.4,16.0,2.2,3365.1,82.58
2024-10-04,;GOIAS,0.0,39.0,16.0,3.5,3090.1,82.38
2024-10-04,;GOIAS,0.0,39.0,16.0,2.3,1779.2,79.16
2024-10-04,;GOIAS,0.0,40.2,14.0,1.6,2197.2,80.99
2024-10-04,;GOIAS,0.0,40.2,14.0,1.0,800.3,77.9
2024-10-04,;GOIAS,0.0,39.1,15.0,2.0,1209.6,78.24
2024-10-04,;GOIAS,0.0,36.9,18.0,0.3,293.2,73.01
2024-10-04,;GOIAS,0.0,33.3,26.0,0.0,2.5,67.18
2024-10-04,;GOIAS,0.0,31.3,31.0,0.0,,
2024-10-05,;GOIAS,0.0,29.6,35.0,0.0,,
2024-10-05,;GOIAS,0.0,28.3,37.0,0.0,,
2024-10-05,;GOIAS,0.0,28.1,36.0,0.4,,
2024-10-05,;GOIAS,0.0,29.3,33.0,2.0,,
2024-10-05,;GOIAS,0.0,26.7,41.0,0.2,,
2024-10-05,;GOIAS,0.0,26.1,44.0,0.0,,
2024-10-05,;GOIAS,0.0,25.7,47.0,0.0,,
2024-10-05,;GOIAS,0.0,24.5,52.0,0.0,,
2024-10-05,;GOIAS,0.0,24.9,53.0,0.0,,
2024-10-05,;GOIAS,0.0,24.8,55.0,0.0,,
2024-10-05,;GOIAS,0.0,26.2,53.0,0.0,181.4,54.11
2024-10-05,;GOIAS,0.0,29.7,45.0,0.0,795.4,60.37
2024-10-05,;GOIAS,0.0,32.9,34.0,1.0,1601.4,68.18
2024-10-05,;GOIAS,0.0,35.5,29.0,1.6,2349.4,73.42
2024-10-05,;GOIAS,0.0,38.1,22.0,1.2,2933.1,78.44
2024-10-05,;GOIAS,0.0,39.1,20.0,2.0,3183.3,80.69
2024-10-05,;GOIAS,0.0,39.0,20.0,2.4,3207.0,80.86
2024-10-05,;GOIAS,0.0,40.5,17.0,2.2,2973.4,81.95
2024-10-05,;GOIAS,0.0,40.2,19.0,1.5,2160.3,79.37
2024-10-05,;GOIAS,0.0,39.9,15.0,2.9,1875.2,80.63
2024-10-05,;GOIAS,0.0,38.5,17.0,2.0,852.7,76.48
2024-10-05,;GOIAS,0.0,36.1,23.0,0.8,176.9,70.93
2024-10-05,;GOIAS,0.0,33.5,29.0,0.0,,
2024-10-05,;GOIAS,0.0,33.5,27.0,3.6,,
2024-10-06,;GOIAS,0.0,32.1,29.0,0.6,,
2024-10-06,;GOIAS,0.0,30.4,33.0,0.2,,
2024-10-06,;GOIAS,0.0,31.8,28.0,1.8,,
2024-10-06,;GOIAS,0.0,31.1,29.0,1.1,,
2024-10-06,;GOIAS,0.0,30.6,30.0,1.2,,
2024-10-06,;GOIAS,0.0,29.8,30.0,1.3,,
2024-10-06,;GOIAS,0.0,28.1,34.0,0.8,,
2024-10-06,;GOIAS,0.0,28.0,32.0,0.8,,
2024-10-06,;GOIAS,0.0,28.8,28.0,2.5,,
2024-10-06,;GOIAS,0.0,27.9,30.0,0.6,,
2024-10-06,;GOIAS,0.0,29.6,28.0,1.7,195.3,65.04
2024-10-06,;GOIAS,0.0,32.1,25.0,1.6,926.7,69.23
2024-10-06,;GOIAS,0.0,36.1,21.0,0.7,1799.5,74.72
2024-10-06,;GOIAS,0.0,37.6,18.0,1.9,2592.4,78.93
2024-10-06,;GOIAS,0.0,39.3,16.0,2.2,3147.5,82.07
2024-10-06,;GOIAS,0.0,41.1,14.0,1.8,3443.8,83.59
2024-10-06,;GOIAS,0.0,42.2,11.0,2.9,3367.6,84.89
2024-10-06,;GOIAS,0.0,42.7,12.0,2.1,2601.1,82.65
2024-10-06,;GOIAS,0.0,42.9,10.0,2.5,3029.7,84.31
2024-10-06,;GOIAS,0.0,40.3,12.0,1.7,1584.6,80.42
2024-10-06,;GOIAS,0.0,39.9,12.0,2.6,824.7,79.27
2024-10-06,;GOIAS,0.0,37.8,14.0,0.5,287.4,74.97
2024-10-06,;GOIAS,0.0,35.7,17.0,0.8,1.8,72.08
2024-10-06,;GOIAS,0.0,35.3,16.0,1.3,,
