Data,estacao,precipitacao,temperatura,umidade,velocidade_vento,radiacao,iri
2024-10-15,;CAIAPONIA,0.2,20.9,89.0,2.7,168.8,40.26
2024-10-15,;CAIAPONIA,0.0,22.4,83.0,2.1,664.3,44.28
2024-10-15,;CAIAPONIA,0.0,24.3,73.0,1.8,1755.2,50.74
2024-10-15,;CAIAPONIA,0.0,26.3,68.0,1.2,2836.7,55.6
2024-10-15,;CAIAPONIA,0.0,28.2,63.0,2.9,2673.0,59.05
2024-10-15,;CAIAPONIA,0.0,26.8,68.0,3.0,1418.8,54.04
2024-10-15,;CAIAPONIA,0.0,25.8,72.0,3.1,1176.0,51.65
2024-10-15,;CAIAPONIA,0.0,25.7,73.0,2.9,927.9,50.68
2024-10-15,;CAIAPONIA,0.0,25.0,75.0,2.5,669.6,48.84
2024-10-15,;CAIAPONIA,0.0,25.6,70.0,1.5,499.6,49.95
2024-10-15,;CAIAPONIA,0.0,25.3,71.0,0.0,113.9,47.9
2024-10-15,;CAIAPONIA,0.0,24.4,78.0,0.0,6.3,44.91
2024-10-15,;CAIAPONIA,0.0,24.0,80.0,0.0,,
2024-10-16,;CAIAPONIA,0.0,23.7,82.0,0.0,,
2024-10-16,;CAIAPONIA,0.0,23.3,85.0,0.0,,
2024-10-16,;CAIAPONIA,0.0,22.9,89.0,0.0,,
2024-10-16,;CAIAPONIA,0.0,22.5,88.0,0.0,,
2024-10-16,;CAIAPONIA,0.0,22.1,92.0,0.0,,
2024-10-16,;CAIAPONIA,0.0,21.8,93.0,0.0,,
2024-10-16,;CAIAPONIA,0.0,21.5,94.0,0.0,,
2024-10-16,;CAIAPONIA,0.0,21.5,94.0,0.0,,
2024-10-16,;CAIAPONIA,0.0,20.9,94.0,0.0,,
2024-10-16,;CAIAPONIA,0.0,21.0,95.0,0.0,,
2024-10-16,;CAIAPONIA,0.0,21.8,93.0,0.0,171.5,38.79
2024-10-16,;CAIAPONIA,0.0,23.8,84.0,0.0,853.1,44.36
2024-10-16,;CAIAPONIA,0.0,26.3,67.0,1.7,1876.1,54.23
2024-10-16,;CAIAPONIA,0.0,27.4,61.0,2.2,2450.0,58.25
2024-10-16,;CAIAPONIA,0.0,28.0,57.0,1.3,1929.7,58.41
2024-10-16,;CAIAPONIA,0.0,27.9,60.0,1.5,879.8,55.43
2024-10-16,;CAIAPONIA,0.0,29.3,54.0,2.2,1424.5,59.72
2024-10-16,;CAIAPONIA,0.0,29.4,54.0,0.7,1598.2,59.4
2024-10-16,;CAIAPONIA,2.0,27.9,64.0,0.8,578.0,49.28
2024-10-16,;CAIAPONIA,10.2,25.6,70.0,4.9,638.8,31.93
2024-10-16,;CAIAPONIA,8.4,20.2,89.0,6.0,260.0,25.17
2024-10-16,;CAIAPONIA,1.2,20.1,93.0,1.6,59.5,35.69
2024-10-16,;CAIAPONIA,0.0,20.5,88.0,0.2,18.9,39.11
2024-10-16,;CAIAPONIA,0.0,19.9,90.0,1.5,,
2024-10-17,;CAIAPONIA,0.0,20.0,92.0,0.8,,
2024-10-17,;CAIAPONIA,0.0,20.5,88.0,0.0,3.1,38.98
2024-10-17,;CAIAPONIA,0.0,20.5,89.0,0.4,0.0,38.88
2024-10-17,;CAIAPONIA,0.0,20.8,89.0,0.0,1.0,38.9
2024-10-17,;CAIAPONIA,0.0,20.2,91.0,2.2,,
2024-10-17,;CAIAPONIA,0.0,20.1,94.0,0.0,,
2024-10-17,;CAIAPONIA,0.0,19.7,95.0,0.0,,
2024-10-17,;CAIAPONIA,0.0,19.5,95.0,0.0,,
2024-10-17,;CAIAPONIA,0.0,19.4,92.0,0.3,,
2024-10-17,;CAIAPONIA,0.0,19.6,94.0,0.0,,
2024-10-17,;CAIAPONIA,0.0,20.9,89.0,0.0,234.0,39.44
2024-10-17,;CAIAPONIA,0.0,24.1,78.0,0.2,986.9,46.75
2024-10-17,;CAIAPONIA,0.0,25.5,77.0,1.2,1611.3,49.85
2024-10-17,;CAIAPONIA,0.0,26.8,70.0,2.2,2667.6,55.54
2024-10-17,;CAIAPONIA,0.0,28.3,60.0,1.9,2964.6,60.1
2024-10-17,;CAIAPONIA,0.0,30.2,54.0,2.4,3209.0,64.07
2024-10-17,;CAIAPONIA,0.0,31.6,49.0,1.5,3688.7,67.13
2024-10-17,;CAIAPONIA,0.0,31.6,44.0,1.8,3163.6,67.73
2024-10-17,;CAIAPONIA,0.0,26.1,65.0,4.9,1362.0,55.25
2024-10-17,;CAIAPONIA,0.0,26.6,67.0,2.2,1591.3,54.13
2024-10-17,;CAIAPONIA,0.0,26.4,63.0,1.2,456.6,52.41
2024-10-17,;CAIAPONIA,0.0,25.1,66.0,3.3,243.0,51.16
2024-10-17,;CAIAPONIA,0.0,24.3,72.0,0.8,12.3,47.05
2024-10-17,;CAIAPONIA,0.0,23.8,76.0,0.0,,
2024-10-18,;CAIAPONIA,0.0,23.6,78.0,0.0,,
2024-10-18,;CAIAPONIA,0.0,22.6,73.0,2.4,,
2024-10-18,;CAIAPONIA,0.0,21.7,79.0,1.5,,
2024-10-18,;CAIAPONIA,0.0,21.4,77.0,0.0,,
2024-10-18,;CAIAPONIA,0.0,20.7,83.0,0.0,,
2024-10-18,;CAIAPONIA,0.0,20.6,79.0,0.0,,
2024-10-18,;CAIAPONIA,0.0,19.6,88.0,0.0,,
2024-10-18,;CAIAPONIA,0.0,19.4,88.0,1.3,,
2024-10-18,;CAIAPONIA,0.0,19.0,90.0,0.0,,
2024-10-18,;CAIAPONIA,0.0,18.5,92.0,0.0,,
2024-10-18,;CAIAPONIA,0.0,19.8,88.0,0.0,183.9,38.82
2024-10-18,;CAIAPONIA,0.0,22.2,77.0,0.6,782.3,45.41
2024-10-18,;CAIAPONIA,0.0,23.4,73.0,0.0,1660.4,48.97
2024-10-18,;CAIAPONIA,0.0,26.6,65.0,0.8,2662.4,56.17
2024-10-18,;CAIAPONIA,0.0,27.6,58.0,1.6,3315.1,60.73
2024-10-18,;CAIAPONIA,0.0,30.3,51.0,2.1,3485.1,65.45
2024-10-18,;CAIAPONIA,0.0,30.0,46.0,0.9,1480.3,62.11
2024-10-18,;CAIAPONIA,0.0,29.7,50.0,1.5,913.2,59.85
2024-10-18,;CAIAPONIA,0.0,28.7,53.0,5.4,1937.1,62.2
2024-10-18,;CAIAPONIA,0.0,28.7,50.0,2.4,1789.3,61.3
2024-10-18,;CAIAPONIA,0.0,26.0,68.0,3.9,336.1,51.72
2024-10-18,;CAIAPONIA,0.0,24.9,70.0,1.1,118.9,48.46
2024-10-18,;CAIAPONIA,0.0,23.3,78.0,2.2,12.9,45.2
2024-10-18,;CAIAPONIA,0.0,22.8,80.0,1.4,,
2024-10-19,;CAIAPONIA,0.0,22.5,82.0,1.0,,
2024-10-19,;CAIAPONIA,0.0,22.1,85.0,0.0,,
2024-10-19,;CAIAPONIA,0.0,21.8,87.0,0.5,,
2024-10-19,;CAIAPONIA,0.0,22.0,86.0,0.0,,
2024-10-19,;CAIAPONIA,0.0,22.0,87.0,0.0,,
2024-10-19,;CAIAPONIA,0.0,21.8,87.0,0.0,,
2024-10-19,;CAIAPONIA,0.0,21.6,89.0,0.0,,
2024-10-19,;CAIAPONIA,0.0,21.6,88.0,0.9,,
2024-10-19,;CAIAPONIA,0.0,21.2,91.0,2.9,,
2024-10-19,;CAIAPONIA,0.0,21.0,93.0,2.0,,
2024-10-19,;CAIAPONIA,0.0,21.0,94.0,1.3,69.4,38.34
2024-10-19,;CAIAPONIA,0.0,22.1,89.0,1.0,452.6,41.28
2024-10-19,;CAIAPONIA,0.0,23.6,82.0,1.6,944.0,45.79
2024-10-19,;CAIAPONIA,0.0,25.5,73.0,1.9,1810.8,51.8
2024-10-19,;CAIAPONIA,0.0,25.7,72.0,2.5,1673.5,52.27
2024-10-19,;CAIAPONIA,0.0,24.1,85.0,2.7,1501.0,46.93
2024-10-19,;CAIAPONIA,0.0,27.2,71.0,3.1,1990.3,54.63
2024-10-19,;CAIAPONIA,0.2,23.1,90.0,3.9,2138.6,46.15
2024-10-19,;CAIAPONIA,0.0,22.6,87.0,3.3,842.1,44.18
2024-10-19,;CAIAPONIA,0.0,23.7,82.0,2.3,1379.3,47.08
2024-10-19,;CAIAPONIA,0.0,22.9,82.0,2.9,852.3,45.73
2024-10-19,;CAIAPONIA,0.0,22.5,84.0,1.3,95.1,42.52
2024-10-19,;CAIAPONIA,0.0,22.3,86.0,1.0,21.9,41.47
2024-10-19,;CAIAPONIA,0.0,22.1,88.0,1.3,,
2024-10-20,;CAIAPONIA,0.0,22.0,90.0,0.0,,
2024-10-20,;CAIAPONIA,0.0,21.8,92.0,0.9,,
2024-10-20,;CAIAPONIA,0.0,21.6,91.0,1.0,,
2024-10-20,;CAIAPONIA,0.0,21.5,93.0,0.0,,
2024-10-20,;CAIAPONIA,0.0,21.5,92.0,0.0,,
2024-10-20,;CAIAPONIA,0.0,21.5,92.0,0.0,,
2024-10-20,;CAIAPONIA,0.0,21.6,92.0,0.0,,
2024-10-20,;CAIAPONIA,1.4,21.2,95.0,0.6,,
2024-10-20,;CAIAPONIA,2.4,20.7,96.0,0.5,,
2024-10-20,;CAIAPONIA,1.0,20.7,97.0,0.0,,
2024-10-20,;CAIAPONIA,9.8,19.3,96.0,2.4,12.1,17.3
2024-10-20,;CAIAPONIA,6.8,19.8,97.0,0.1,164.0,22.53
2024-10-20,;CAIAPONIA,0.0,21.5,90.0,0.0,1116.6,41.36
2024-10-20,;CAIAPONIA,0.0,22.5,90.0,0.0,1001.6,41.88
2024-10-20,;CAIAPONIA,0.0,24.0,84.0,1.2,1418.6,46.24
2024-10-20,;CAIAPONIA,0.0,25.2,77.0,2.1,1722.0,50.29
2024-10-20,;CAIAPONIA,0.0,25.5,73.0,2.0,1976.6,52.18
2024-10-20,;CAIAPONIA,0.8,22.5,93.0,2.2,665.5,39.81
2024-10-20,;CAIAPONIA,0.8,21.7,93.0,1.9,432.3,38.59
2024-10-20,;CAIAPONIA,0.0,23.1,81.0,1.7,1119.2,46.11
2024-10-20,;CAIAPONIA,0.0,23.2,81.0,0.8,882.5,45.27
2024-10-20,;CAIAPONIA,0.0,23.3,81.0,0.0,284.2,43.74
2024-10-20,;CAIAPONIA,0.0,22.4,88.0,0.0,23.8,40.45
2024-10-20,;CAIAPONIA,0.0,22.6,89.0,0.0,,
2024-10-21,;CAIAPONIA,0.0,22.4,93.0,1.2,,
2024-10-21,;CAIAPONIA,0.0,22.2,94.0,1.4,,
2024-10-21,;CAIAPONIA,0.0,22.0,94.0,1.4,,
2024-10-21,;CAIAPONIA,0.0,22.0,95.0,1.9,,
2024-10-21,;CAIAPONIA,0.0,21.9,96.0,1.4,,
2024-10-21,;CAIAPONIA,0.0,21.8,94.0,2.2,,
2024-10-21,;CAIAPONIA,0.0,21.5,93.0,2.2,,
2024-10-21,;CAIAPONIA,0.0,21.2,92.0,2.0,,
2024-10-21,;CAIAPONIA,0.0,21.0,93.0,2.1,,
2024-10-21,;CAIAPONIA,0.0,21.0,92.0,1.8,,
2024-10-21,;CAIAPONIA,0.0,21.1,93.0,1.7,50.2,38.88
2024-10-21,;CAIAPONIA,0.0,21.7,90.0,0.7,244.9,40.11
2024-10-21,;CAIAPONIA,0.0,22.7,85.0,1.9,835.1,44.15
2024-10-21,;CAIAPONIA,0.0,24.8,76.0,2.1,2322.9,51.5
2024-10-21,;CAIAPONIA,0.0,26.1,68.0,2.2,2583.0,55.44
2024-10-21,;CAIAPONIA,0.0,26.7,61.0,2.4,2637.9,58.2
2024-10-21,;CAIAPONIA,0.2,26.4,63.0,2.7,1069.5,53.99
2024-10-21,;CAIAPONIA,0.0,27.9,60.0,2.3,2658.1,59.39
2024-10-21,;CAIAPONIA,0.0,28.1,59.0,1.3,2203.2,58.43
2024-10-21,;CAIAPONIA,0.0,28.7,55.0,2.5,1454.1,59.18
2024-10-21,;CAIAPONIA,0.0,27.8,60.0,1.6,1129.4,55.91
2024-10-21,;CAIAPONIA,0.0,26.8,64.0,2.0,228.4,52.36
2024-10-21,;CAIAPONIA,0.0,25.2,70.0,1.8,20.2,48.84
2024-10-21,;CAIAPONIA,0.0,23.9,78.0,1.8,,
2024-10-22,;CAIAPONIA,0.0,23.0,81.0,1.0,,
2024-10-22,;CAIAPONIA,0.0,22.5,85.0,0.5,,
2024-10-22,;CAIAPONIA,0.0,22.2,86.0,1.7,,
2024-10-22,;CAIAPONIA,0.0,21.6,90.0,1.1,,
2024-10-22,;CAIAPONIA,0.0,20.9,92.0,0.0,,
2024-10-22,;CAIAPONIA,0.0,21.0,93.0,1.1,,
2024-10-22,;CAIAPONIA,0.0,21.0,92.0,0.4,,
2024-10-22,;CAIAPONIA,0.0,21.3,93.0,0.9,,
2024-10-22,;CAIAPONIA,0.0,21.4,93.0,1.2,,
2024-10-22,;CAIAPONIA,0.0,21.3,92.0,1.5,0.7,39.13
2024-10-22,;CAIAPONIA,0.0,21.3,91.0,1.3,131.1,39.59
2024-10-22,;CAIAPONIA,0.0,22.4,86.0,1.1,410.3,42.37
2024-10-22,;CAIAPONIA,0.0,24.1,80.0,1.8,888.3,46.75
2024-10-22,;CAIAPONIA,0.0,25.5,73.0,1.4,1761.7,51.45
2024-10-22,;CAIAPONIA,0.0,27.2,67.0,1.0,2214.2,55.23
2024-10-22,;CAIAPONIA,0.0,28.0,61.0,2.3,3244.0,60.34
2024-10-22,;CAIAPONIA,0.0,30.3,53.0,2.0,3458.4,64.74
2024-10-22,;CAIAPONIA,0.0,30.7,44.0,2.2,2992.2,66.91
2024-10-22,;CAIAPONIA,0.0,29.8,47.0,2.6,2044.9,63.64
2024-10-22,;CAIAPONIA,0.0,30.6,44.0,1.9,1044.4,62.79
2024-10-22,;CAIAPONIA,0.0,29.3,49.0,2.0,442.1,59.16
2024-10-22,;CAIAPONIA,0.0,28.7,54.0,1.6,165.4,56.46
2024-10-22,;CAIAPONIA,0.0,27.8,57.0,1.0,18.3,54.29
2024-10-22,;CAIAPONIA,0.0,27.0,60.0,0.0,,
2024-10-23,;CAIAPONIA,0.0,25.8,67.0,0.0,,
2024-10-23,;CAIAPONIA,0.0,25.2,69.0,0.0,,
2024-10-23,;CAIAPONIA,0.0,24.6,73.0,0.0,,
2024-10-23,;CAIAPONIA,0.0,24.6,73.0,2.2,,
2024-10-23,;CAIAPONIA,0.0,24.0,78.0,1.0,,
2024-10-23,;CAIAPONIA,0.0,23.3,82.0,0.0,,
2024-10-23,;CAIAPONIA,0.0,22.9,82.0,0.0,,
2024-10-23,;CAIAPONIA,0.0,22.6,85.0,0.0,,
2024-10-23,;CAIAPONIA,0.0,21.9,89.0,0.0,,
2024-10-23,;CAIAPONIA,0.0,21.6,90.0,0.0,,
2024-10-23,;CAIAPONIA,0.0,22.9,86.0,0.0,161.6,41.7
2024-10-23,;CAIAPONIA,0.0,25.6,70.0,0.3,871.7,50.09
2024-10-23,;CAIAPONIA,0.0,28.2,61.0,1.5,2193.6,57.99
2024-10-23,;CAIAPONIA,0.0,30.1,55.0,1.8,2824.3,62.62
2024-10-23,;CAIAPONIA,0.0,30.6,48.0,2.1,3287.8,66.18
2024-10-23,;CAIAPONIA,0.0,30.5,48.0,2.3,3125.5,65.88
2024-10-23,;CAIAPONIA,0.0,30.5,49.0,3.6,1434.4,62.84
2024-10-23,;CAIAPONIA,0.0,32.5,41.0,2.5,2957.9,69.24
2024-10-23,;CAIAPONIA,0.0,32.6,41.0,2.8,2642.0,68.83
2024-10-23,;CAIAPONIA,0.0,31.7,45.0,2.7,1426.2,64.48
2024-10-23,;CAIAPONIA,0.0,32.0,42.0,1.4,1020.7,64.14
2024-10-23,;CAIAPONIA,0.0,31.5,44.0,1.3,513.1,62.1
2024-10-23,;CAIAPONIA,0.0,30.3,48.0,0.0,17.3,58.36
2024-10-23,;CAIAPONIA,0.0,29.5,51.0,1.2,,
2024-10-24,;CAIAPONIA,0.0,28.6,54.0,0.8,,
2024-10-24,;CAIAPONIA,0.0,25.3,74.0,4.8,,
2024-10-24,;CAIAPONIA,0.2,23.4,84.0,0.7,,
2024-10-24,;CAIAPONIA,0.0,23.6,83.0,0.6,,
2024-10-24,;CAIAPONIA,0.0,23.9,82.0,0.0,,
2024-10-24,;CAIAPONIA,0.0,24.4,80.0,0.8,,
2024-10-24,;CAIAPONIA,0.2,23.1,88.0,1.0,,
2024-10-24,;CAIAPONIA,0.0,23.1,89.0,0.0,,
2024-10-24,;CAIAPONIA,0.0,22.6,91.0,0.8,,
2024-10-24,;CAIAPONIA,0.6,22.5,90.0,1.6,,
2024-10-24,;CAIAPONIA,9.2,22.1,95.0,0.0,21.0,19.72
2024-10-24,;CAIAPONIA,0.0,23.4,94.0,0.0,434.1,40.22
2024-10-24,;CAIAPONIA,0.4,27.2,75.0,0.1,1740.1,50.63
2024-10-24,;CAIAPONIA,0.0,29.3,60.0,0.6,2633.4,59.54
2024-10-24,;CAIAPONIA,0.0,30.0,56.0,3.1,2107.5,61.46
2024-10-24,;CAIAPONIA,0.0,31.0,55.0,3.6,3151.6,64.85
2024-10-24,;CAIAPONIA,0.4,24.5,76.0,6.0,2099.5,51.97
2024-10-24,;CAIAPONIA,1.6,22.0,85.0,2.5,397.0,39.84
2024-10-24,;CAIAPONIA,0.0,23.4,88.0,1.9,360.0,42.82
2024-10-24,;CAIAPONIA,0.4,23.7,86.0,3.8,732.1,44.54
2024-10-24,;CAIAPONIA,3.6,23.6,87.0,2.7,266.8,36.28
2024-10-24,;CAIAPONIA,1.6,22.4,93.0,1.4,69.1,36.54
2024-10-24,;CAIAPONIA,0.0,22.1,95.0,0.1,20.8,38.17
2024-10-24,;CAIAPONIA,0.0,22.4,95.0,0.9,,
2024-10-25,;CAIAPONIA,0.0,22.3,94.0,0.7,,
2024-10-25,;CAIAPONIA,0.0,22.3,94.0,0.0,,
2024-10-25,;CAIAPONIA,0.0,22.3,95.0,0.0,,
2024-10-25,;CAIAPONIA,0.0,22.3,95.0,0.0,,
2024-10-25,;CAIAPONIA,0.0,22.3,94.0,1.6,,
2024-10-25,;CAIAPONIA,0.6,21.8,95.0,1.2,,
2024-10-25,;CAIAPONIA,0.2,21.6,96.0,1.9,,
2024-10-25,;CAIAPONIA,0.0,21.6,97.0,1.8,,
2024-10-25,;CAIAPONIA,0.0,21.6,97.0,0.8,,
2024-10-25,;CAIAPONIA,0.0,21.4,97.0,0.0,0.2,36.95
2024-10-25,;CAIAPONIA,0.0,22.3,97.0,0.0,214.1,38.05
2024-10-25,;CAIAPONIA,0.0,23.9,89.0,0.0,686.1,42.6
2024-10-25,;CAIAPONIA,0.0,25.1,84.0,0.0,1043.2,45.71
2024-10-25,;CAIAPONIA,0.0,25.4,76.0,2.2,672.8,48.7
2024-10-25,;CAIAPONIA,0.0,27.5,70.0,2.7,1800.6,54.58
2024-10-25,;CAIAPONIA,0.0,28.8,65.0,2.8,2260.1,58.02
2024-10-25,;CAIAPONIA,0.2,30.7,58.0,4.8,3084.7,63.79
2024-10-25,;CAIAPONIA,0.0,30.8,52.0,5.3,2966.2,66.08
2024-10-25,;CAIAPONIA,0.0,29.4,66.0,3.0,1967.0,57.68
2024-10-25,;CAIAPONIA,0.0,30.6,63.0,3.1,1678.0,58.96
2024-10-25,;CAIAPONIA,0.0,29.0,65.0,3.7,1112.8,56.33
2024-10-25,;CAIAPONIA,0.0,27.6,73.0,3.7,242.2,51.13
2024-10-25,;CAIAPONIA,0.0,25.7,80.0,2.9,31.9,46.79
2024-10-25,;CAIAPONIA,0.0,25.1,80.0,2.7,,
2024-10-26,;CAIAPONIA,0.0,25.1,81.0,2.5,,
2024-10-26,;CAIAPONIA,0.0,23.5,74.0,5.5,,
2024-10-26,;CAIAPONIA,0.0,22.4,80.0,0.9,,
2024-10-26,;CAIAPONIA,3.8,21.1,88.0,3.8,,
2024-10-26,;CAIAPONIA,0.0,20.7,92.0,0.3,,
2024-10-26,;CAIAPONIA,0.0,20.7,93.0,0.0,,
2024-10-26,;CAIAPONIA,0.0,20.9,93.0,0.0,,
2024-10-26,;CAIAPONIA,0.0,21.5,87.0,1.2,,
2024-10-26,;CAIAPONIA,0.0,20.8,92.0,0.0,,
2024-10-26,;CAIAPONIA,0.0,20.7,94.0,0.1,1.1,37.38
2024-10-26,;CAIAPONIA,0.0,22.5,84.0,0.7,296.1,42.62
2024-10-26,;CAIAPONIA,0.0,23.4,82.0,0.0,539.7,44.03
2024-10-26,;CAIAPONIA,0.0,24.7,80.0,1.0,799.2,46.62
2024-10-26,;CAIAPONIA,0.0,27.7,64.0,1.2,2309.4,56.79
2024-10-26,;CAIAPONIA,0.2,28.9,61.0,2.9,2604.9,59.63
2024-10-26,;CAIAPONIA,0.0,29.9,57.0,1.4,2401.5,60.83
2024-10-26,;CAIAPONIA,0.0,29.8,52.0,2.2,2260.6,62.37
2024-10-26,;CAIAPONIA,0.0,28.3,57.0,4.1,794.1,57.76
2024-10-26,;CAIAPONIA,0.4,23.4,86.0,0.6,242.9,41.74
2024-10-26,;CAIAPONIA,0.6,25.0,80.0,0.0,791.4,45.13
2024-10-26,;CAIAPONIA,0.0,26.4,76.0,2.3,789.6,49.73
2024-10-26,;CAIAPONIA,0.0,25.6,73.0,2.1,334.4,49.02
2024-10-26,;CAIAPONIA,0.0,24.6,77.0,2.0,20.0,46.39
2024-10-26,;CAIAPONIA,0.0,24.1,76.0,2.0,,
2024-10-27,;CAIAPONIA,0.0,23.6,78.0,0.7,,
2024-10-27,;CAIAPONIA,0.0,23.3,81.0,0.5,,
2024-10-27,;CAIAPONIA,0.0,22.7,83.0,0.1,,
2024-10-27,;CAIAPONIA,0.0,22.3,84.0,0.6,,
2024-10-27,;CAIAPONIA,0.0,22.3,84.0,0.4,,
2024-10-27,;CAIAPONIA,0.0,21.6,87.0,0.2,,
2024-10-27,;CAIAPONIA,0.0,21.2,89.0,0.0,,
2024-10-27,;CAIAPONIA,0.0,21.4,90.0,1.7,,
2024-10-27,;CAIAPONIA,0.0,21.2,91.0,1.5,,
2024-10-27,;CAIAPONIA,0.0,21.2,91.0,1.3,,
2024-10-27,;CAIAPONIA,0.0,21.9,89.0,1.5,114.6,40.7
2024-10-27,;CAIAPONIA,0.0,23.1,82.0,1.9,525.9,44.73
2024-10-27,;CAIAPONIA,0.0,24.0,77.0,1.6,693.3,47.09
2024-10-27,;CAIAPONIA,0.0,24.9,74.0,1.0,675.3,48.33
2024-10-27,;CAIAPONIA,0.0,26.0,69.0,2.4,1533.4,53.07
2024-10-27,;CAIAPONIA,0.0,27.4,65.0,2.5,1757.2,55.81
2024-10-27,;CAIAPONIA,0.0,28.7,59.0,1.2,3592.1,61.61
2024-10-27,;CAIAPONIA,0.0,29.3,58.0,1.8,2418.7,60.31
2024-10-27,;CAIAPONIA,0.0,27.8,66.0,1.3,1255.9,54.21
2024-10-27,;CAIAPONIA,0.0,29.1,57.0,0.3,1726.0,58.33
2024-10-27,;CAIAPONIA,0.0,29.3,55.0,0.7,1328.4,58.48
2024-10-27,;CAIAPONIA,0.0,28.4,57.0,2.6,318.1,56.14
2024-10-27,;CAIAPONIA,0.0,27.0,67.0,0.7,26.3,50.55
2024-10-27,;CAIAPONIA,0.0,24.6,73.0,4.4,,
2024-10-28,;CAIAPONIA,0.0,23.5,79.0,3.1,,
2024-10-28,;CAIAPONIA,0.0,23.1,84.0,3.3,,
2024-10-28,;CAIAPONIA,0.0,22.9,85.0,1.7,,
2024-10-28,;CAIAPONIA,2.0,22.4,88.0,0.0,,
2024-10-28,;CAIAPONIA,1.6,21.6,95.0,0.3,,
2024-10-28,;CAIAPONIA,0.0,21.5,95.0,1.4,,
2024-10-28,;CAIAPONIA,0.0,21.2,94.0,1.3,,
2024-10-28,;CAIAPONIA,0.0,21.5,94.0,0.0,,
2024-10-28,;CAIAPONIA,0.0,21.9,91.0,1.0,,
2024-10-28,;CAIAPONIA,0.0,22.2,89.0,0.0,,
2024-10-28,;CAIAPONIA,0.0,22.6,86.0,0.7,74.2,41.65
2024-10-28,;CAIAPONIA,0.0,23.5,86.0,0.1,296.9,42.47
2024-10-28,;CAIAPONIA,0.0,24.8,80.0,0.0,661.1,45.92
2024-10-28,;CAIAPONIA,0.0,25.3,81.0,1.1,827.6,46.88
2024-10-28,;CAIAPONIA,0.0,26.9,71.0,0.0,1237.3,51.35
2024-10-28,;CAIAPONIA,0.0,28.2,63.0,0.0,1399.1,55.05
2024-10-28,;CAIAPONIA,0.0,29.5,57.0,1.4,1987.6,59.7
2024-10-28,;CAIAPONIA,0.0,30.7,57.0,1.4,2145.6,60.92
2024-10-28,;CAIAPONIA,0.0,30.4,50.0,1.1,2238.3,62.83
2024-10-28,;CAIAPONIA,0.0,30.1,50.0,0.1,754.3,59.13
2024-10-28,;CAIAPONIA,0.0,26.1,70.0,4.3,521.1,51.77
2024-10-28,;CAIAPONIA,0.0,25.5,71.0,4.1,200.7,50.28
2024-10-28,;CAIAPONIA,0.0,24.1,79.0,0.8,13.0,44.8
2024-10-28,;CAIAPONIA,0.0,23.7,78.0,1.9,,
2024-10-29,;CAIAPONIA,0.0,23.2,82.0,0.9,,
2024-10-29,;CAIAPONIA,0.0,23.1,82.0,0.0,,
2024-10-29,;CAIAPONIA,0.0,23.1,82.0,0.0,,
2024-10-29,;CAIAPONIA,0.0,22.8,83.0,1.3,,
2024-10-29,;CAIAPONIA,0.0,22.5,84.0,0.0,,
2024-10-29,;CAIAPONIA,0.0,22.2,87.0,0.0,,
2024-10-29,;CAIAPONIA,0.0,22.0,89.0,0.0,,
2024-10-29,;CAIAPONIA,0.0,21.8,91.0,0.0,,
2024-10-29,;CAIAPONIA,0.2,21.7,95.0,0.0,,
2024-10-29,;CAIAPONIA,0.0,21.6,94.0,0.0,,
2024-10-29,;CAIAPONIA,0.0,21.9,94.0,2.0,73.4,39.37
2024-10-29,;CAIAPONIA,0.0,22.9,91.0,2.5,455.5,42.04
2024-10-29,;CAIAPONIA,0.0,25.1,80.0,2.8,1356.6,48.94
2024-10-29,;CAIAPONIA,0.0,26.6,72.0,2.4,2159.2,53.87
2024-10-29,;CAIAPONIA,0.0,26.8,69.0,0.9,1416.3,52.68
2024-10-29,;CAIAPONIA,0.0,28.1,64.0,1.1,1873.6,56.17
2024-10-29,;CAIAPONIA,0.0,29.0,54.0,1.7,3070.8,62.54
2024-10-29,;CAIAPONIA,0.0,30.0,52.0,3.5,3379.6,65.41
2024-10-29,;CAIAPONIA,0.0,30.6,48.0,3.4,2563.1,65.38
2024-10-29,;CAIAPONIA,0.0,24.3,76.0,6.9,929.3,50.73
2024-10-29,;CAIAPONIA,7.8,21.6,87.0,2.5,120.3,25.99
2024-10-29,;CAIAPONIA,0.4,20.8,94.0,2.7,93.2,38.14
2024-10-29,;CAIAPONIA,1.0,21.1,94.0,0.0,0.6,35.63
2024-10-29,;CAIAPONIA,0.0,21.1,95.0,0.1,,
2024-10-30,;CAIAPONIA,0.0,21.0,96.0,1.0,,
2024-10-30,;CAIAPONIA,0.0,21.0,96.0,1.4,,
2024-10-30,;CAIAPONIA,0.0,21.1,95.0,2.7,,
2024-10-30,;CAIAPONIA,0.0,21.5,94.0,1.1,,
2024-10-30,;CAIAPONIA,0.2,21.4,95.0,1.0,,
2024-10-30,;CAIAPONIA,0.0,21.3,95.0,2.1,,
2024-10-30,;CAIAPONIA,0.0,21.0,95.0,0.3,,
2024-10-30,;CAIAPONIA,0.0,20.8,96.0,1.7,,
2024-10-30,;CAIAPONIA,0.0,20.9,95.0,0.0,,
2024-10-30,;CAIAPONIA,0.0,20.7,96.0,0.5,6.0,36.99
2024-10-30,;CAIAPONIA,0.0,22.0,90.0,0.3,396.9,40.44
2024-10-30,;CAIAPONIA,0.0,24.8,79.0,1.2,1246.4,47.99
